"rhino_id","inst_id","species","sex","dob","age","birth_type","housing","date","lat","long","keeper_id","social_incomp","active","calm","investigative","sleep","stereotypies","assertive","chemosensory","con_af","con_ag","con_ff","food_ag","no_obj","pre_obj","social","vocal","fam_af","fam_ag","fam_ff","responsive","stranger_af","stranger_ag","stranger_ff"
19990808,"Inst-18","Southern White","Female",2010-01-17,12,"Captive","Social",2022-12-27,28.3574423,-81.5905788,"Keeper 146","No",8,3,7,3,3,8,NA,6,8.5,1,9,3,3,7,8,3,8,0,10,6,8,1
19990808,"Inst-18","Southern White","Female",2010-01-17,12,"Captive","Social",2023-01-01,28.3574423,-81.5905788,"Keeper 156","No",6.6,3.6,5.8,5.2,NA,8.4,2.5,5.5,2.6,0,4,0,0,10,5.1,8.4,3.8,0,7.8,7,3,0
19990808,"Inst-18","Southern White","Female",2010-01-17,12,"Captive","Social",2023-01-11,28.3574423,-81.5905788,"Keeper 114","No",5.3,2.6,2.5,4.9,0.1,5,0.3,4.1,3.3,0.8,3.5,0.6,0.9,2.8,2.8,2.6,3.7,0.9,6.8,2.2,1.8,1.3
19990808,"Inst-18","Southern White","Female",2010-01-17,13,"Captive","Social",2023-01-23,28.3574423,-81.5905788,"Keeper 71","Yes",6.7,6,4,3.3,2.5,7.7,1,6.1,7,2.6,7.5,1,1,4,6.3,3.6,6.4,3.2,7.8,2.5,7,7.6
27596603,"Inst-18","Southern White","Male",2020-10-25,2,"Captive","Social",2022-12-07,28.3574423,-81.5905788,"Keeper 146","No",10,7,9,5,1,6,3,9,2,1,3,1,1,10,7,10,6,0,8,9,0.5,1
27596603,"Inst-18","Southern White","Male",2020-10-25,2,"Captive","Social",2022-12-11,28.3574423,-81.5905788,"Keeper 210","Yes",6,6.4,8.1,6,NA,2,5,6.5,0.9,2.1,0.9,2.2,2.6,6.8,4.1,7.9,0.5,1.5,8.7,6.3,0.1,2
27596603,"Inst-18","Southern White","Male",2020-10-25,2,"Captive","Social",2023-01-01,28.3574423,-81.5905788,"Keeper 156","No",6.6,4,8.1,5,NA,7.3,3,7.2,2,1,0,0,0,10,8.6,10,0,0,8.8,10,0,0
27596603,"Inst-18","Southern White","Male",2020-10-25,2,"Captive","Social",2023-01-04,28.3574423,-81.5905788,"Keeper 114","No",4,5.3,4,4.8,0.1,0.4,1.4,9.2,0.7,0.2,0.1,0.1,0.1,9.5,7.5,8.9,0.7,0.1,7.3,8.7,0.7,0.4
27596603,"Inst-18","Southern White","Male",2020-10-25,2,"Captive","Social",2023-01-22,28.3574423,-81.5905788,"Keeper 71","Yes",7,5,6,4,3,4,2.5,5,6,2.5,1,1,1,7,7.5,8,3.5,1,9,7.5,2,2
20285051,"Inst-19","Southern Black","Female",1990-12-01,32,"Wild","Individual",2022-12-16,32.1794583,-97.7972017,"Keeper 234","",4,6,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,6,3.5,3,0.5
20285051,"Inst-19","Southern Black","Female",1990-12-01,32,"Wild","Individual",2022-12-17,32.1794583,-97.7972017,"Keeper 136","",7,6,7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.5,0,6.5,6.5,0,3
20285048,"Inst-19","Southern Black","Male",2000-11-09,22,"Captive","Social",2022-12-17,32.1794583,-97.7972017,"Keeper 136","Yes",8.5,7,7,3,0,6.5,9,8,3.5,5,5,NA,NA,7,5,9,3,0,9,8,3,0
20285048,"Inst-19","Southern Black","Male",2000-11-09,22,"Captive","Social",2022-12-17,32.1794583,-97.7972017,"Keeper 234","No",9,7,8,5,2.5,6,8,8,1,1,4,0,NA,6.5,1.5,8,2,0.5,8,8,1.5,0.5
24403797,"Inst-19","Southern White","Male",2013-10-09,9,"Captive","Social",2023-08-12,32.1794583,-97.7972017,"Keeper 136","No",7.7,8.5,8.5,5,0,5.5,6,7.5,2,5,5,NA,NA,7,7,9.5,0.5,0.3,7.5,9,0.3,0.7
24403797,"Inst-19","Southern White","Male",2013-10-09,9,"Captive","Social",2023-08-12,32.1794583,-97.7972017,"Keeper 234","No",5,8,6,5,0.5,2,7,5,1,1,1,0,NA,6,1,9.5,1,0.5,9,9,0.5,0.5
24403803,"Inst-19","Southern White","Female",1979-05-06,44,"Captive","Individual",2023-08-12,32.1794583,-97.7972017,"Keeper 136","",5.5,10,9,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9,9,0,0
24403803,"Inst-19","Southern White","Female",1979-05-06,44,"Captive","Individual",2023-08-12,32.1794583,-97.7972017,"Keeper 234","",3,9,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,0.5,7,9,0.5,0.5
17244422,"Inst-19","Southern Black","Female",1999-06-09,23,"Captive","Individual",2022-12-16,32.1794583,-97.7972017,"Keeper 234","No",8,5.5,8,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,9.5,9.5,0.5,0
17244422,"Inst-19","Southern Black","Female",1999-06-09,23,"Captive","Individual",2022-12-17,32.1794583,-97.7972017,"Keeper 136","",6,5,7.5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,4,0,7,7,3,0
24403812,"Inst-19","Southern White","Female",1999-11-25,23,"Captive","Social",2023-08-12,32.1794583,-97.7972017,"Keeper 136","No",6,8,6,6,0,6,0,8,5,4,5,NA,NA,9,5,10,0,0,7,10,0,0
24403812,"Inst-19","Southern White","Female",1999-11-25,23,"Captive","Social",2023-08-12,32.1794583,-97.7972017,"Keeper 234","No",2,8,6,8,1,3,1.5,8,3,2,2,0,NA,7,2,9,0.5,0.5,6,9,0,0
14662534,"Inst-19","Southern White","Male",2004-02-06,19,"Captive","Individual",2023-08-12,32.1794583,-97.7972017,"Keeper 136","",8,5,7,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0.5,8,0,3.5
14662534,"Inst-19","Southern White","Male",2004-02-06,19,"Captive","Individual",2023-08-12,32.1794583,-97.7972017,"Keeper 234","",6.5,7,6,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,1,0.5,7,8.5,0.5,0.5
17244386,"Inst-19","Southern Black","Female",1996-08-24,26,"Captive","Social",2022-12-17,32.1794583,-97.7972017,"Keeper 234","No",6.5,8,7,5,0.5,7,2,2,6,3,1.5,0,NA,2,1.5,9.5,0.5,0.5,9,7,0.5,2
17244386,"Inst-19","Southern Black","Female",1996-08-24,26,"Captive","Social",2022-12-17,32.1794583,-97.7972017,"Keeper 136","Yes",8,7,7,3.5,0,8,1,2,3.5,0,0,NA,NA,3,5,8,0,0,7,6.5,1,0
14662333,"Inst-19","Southern Black","Male",2001-11-08,21,"Captive","Individual",2022-12-17,32.1794583,-97.7972017,"Keeper 136","",6,9,7,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,8,9,0.5,0
14662333,"Inst-19","Southern Black","Male",2001-11-08,21,"Captive","Individual",2022-12-17,32.1794583,-97.7972017,"Keeper 234","No",4,7,8,8.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0.5,7.5,8.5,1,0.5
24403800,"Inst-19","Southern White","Female",2011-10-27,11,"Captive","Social",2023-08-12,32.1794583,-97.7972017,"Keeper 136","No",6,6,7,6,0,10,1,8,9,0.5,9,NA,NA,8,10,8,2,0.5,6,8,0.5,1.5
24403800,"Inst-19","Southern White","Female",2011-10-27,11,"Captive","Social",2023-08-12,32.1794583,-97.7972017,"Keeper 234","No",3,7,4,7,1,7,2,6,7,2,6,0,NA,7,3,7.5,2.5,1,8,9,0.5,0.5
24403809,"Inst-19","Southern White","Female",2018-02-17,5,"Captive","Social",2023-08-12,32.1794583,-97.7972017,"Keeper 136","No",7,8,8.5,6.5,0,6.5,0.5,8.5,6.5,3,5,NA,NA,9,6.5,9.5,0.5,0.5,9.5,9,0.5,1.5
24403809,"Inst-19","Southern White","Female",2018-02-17,5,"Captive","Social",2023-08-12,32.1794583,-97.7972017,"Keeper 234","No",3.5,8.5,7,6.5,0.5,3,2.5,8.5,2.5,1.5,2,0,NA,9,1.5,9.5,1,0.5,8,9,0.5,0.5
24421821,"Inst-20","Southern White","Female",2005-03-02,17,"Captive","Social",2023-02-24,36.7528904,-119.8224137,"Keeper 190","No",8.5,3,9,3,0.5,8,1,2,3,0.1,8,8,8,2,8,5,3,0.1,7,5,2,0.1
24421821,"Inst-20","Southern White","Female",2005-03-02,17,"Captive","Social",2023-02-24,36.7528904,-119.8224137,"Keeper 127","No",7,6,4,4,0,6,0,4,0.5,0,0.5,0,NA,1,4,10,0.5,0,9,9,0,1
24421821,"Inst-20","Southern White","Female",2005-03-02,17,"Captive","Social",2023-02-24,36.7528904,-119.8224137,"Keeper 113","No",10,9,9,4,0,9,1,10,3.5,0,1,0,0,6,5,8,2,0,9,7,3,1
24421821,"Inst-20","Southern White","Female",2005-03-02,17,"Captive","Social",2023-02-25,36.7528904,-119.8224137,"Keeper 89","No",4,4,6,5,3,7,6,7,4.5,0.5,3.5,3.5,2.5,7.5,5,8,3.5,0.5,8.5,4,3,4
24421821,"Inst-20","Southern White","Female",2005-03-02,18,"Captive","Social",2023-03-02,36.7528904,-119.8224137,"Keeper 73","No",10,7,10,5,1,7,8,9,5,0,0,0,0,7.5,5,10,2.5,0,6,8,3.5,0
24421821,"Inst-20","Southern White","Female",2005-03-02,18,"Captive","Social",2023-03-10,36.7528904,-119.8224137,"Keeper 92","No",7.5,6,6,8,0,7,7,7,2,0,1,1,0,3,3,8.5,2,0,9,3,1,0
14662477,"Inst-20","Southern White","Male",1996-12-02,26,"Captive","Social",2023-02-24,36.7528904,-119.8224137,"Keeper 113","No",10,10,7,3,0,1,7,10,0,1,0,0,0,4,0,10,0,0,10,9,0.5,0.5
14662477,"Inst-20","Southern White","Male",1996-12-02,26,"Captive","Social",2023-02-25,36.7528904,-119.8224137,"Keeper 89","No",7,10,10,4,1,NA,10,7,0,NA,NA,1,1,6,1,10,0.1,0.1,8,8.5,0.2,0.2
14662477,"Inst-20","Southern White","Male",1996-12-02,26,"Captive","Social",2023-03-02,36.7528904,-119.8224137,"Keeper 73","No",9,9,9,4,1,1,10,10,NA,NA,NA,NA,NA,10,3,10,0,0,8,9,1,0
14662477,"Inst-20","Southern White","Male",1996-12-02,26,"Captive","Social",2023-03-06,36.7528904,-119.8224137,"Keeper 127","No",8,6.5,7,2,0,4,8,7,0,0,1,0,0,8,7,10,0.5,0,10,9,1,0
14662477,"Inst-20","Southern White","Male",1996-12-02,26,"Captive","Social",2023-03-10,36.7528904,-119.8224137,"Keeper 92","No",9,10,10,3,0,1,8.5,10,0.5,0,0,0,0,8,5,10,0,0,10,9,0,0
14662477,"Inst-20","Southern White","Male",1996-12-02,26,"Captive","Social",2023-02-24,36.7528904,-119.8224137,"Keeper 190","No",5,9,3.5,7,1,2,10,9,1,NA,1,1,1,9,2,9,1,0.1,9,9.5,0.5,0.1
14662309,"Inst-21","Eastern Black","Female",1997-09-29,25,"Captive","Individual",2023-01-13,43.5392525,-96.7627203999999,"Keeper 160","",3,4,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,1,0.1,9,8.5,0.5,3
14662309,"Inst-21","Eastern Black","Female",1997-09-29,25,"Captive","Individual",2023-01-21,43.5392525,-96.7627203999999,"Keeper 240","",7,6,7,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,9,9,0,0
14662309,"Inst-21","Eastern Black","Female",1997-09-29,25,"Captive","Individual",2023-01-30,43.5392525,-96.7627203999999,"Keeper 75","",8,NA,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,0.2,9,5,2.6,3.3
14662309,"Inst-21","Eastern Black","Female",1997-09-29,25,"Captive","Individual",2023-02-01,43.5392525,-96.7627203999999,"Keeper 142","",8,5,6.5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,9.5,0,0
14662288,"Inst-21","Eastern Black","Male",1996-10-06,26,"Captive","Individual",2023-01-13,43.5392525,-96.7627203999999,"Keeper 160","",6.5,8.5,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0.1,9,9,0.1,0.1
14662288,"Inst-21","Eastern Black","Male",1996-10-06,26,"Captive","Individual",2023-01-21,43.5392525,-96.7627203999999,"Keeper 240","",8,10,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.5,0,8.1,10,0,0
14662288,"Inst-21","Eastern Black","Male",1996-10-06,26,"Captive","Individual",2023-01-30,43.5392525,-96.7627203999999,"Keeper 75","",9,8,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,NA,8,4,0.5,0.1
14662288,"Inst-21","Eastern Black","Male",1996-10-06,26,"Captive","Individual",2023-02-01,43.5392525,-96.7627203999999,"Keeper 142","",7.5,8,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,10,9.5,0,0
19990814,"Inst-21","Eastern Black","Male",1996-09-12,26,"Captive","Individual",2023-01-13,43.5392525,-96.7627203999999,"Keeper 160","",9,5,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.3,2,8,8,0.4,2.1
19990814,"Inst-21","Eastern Black","Male",1996-09-12,26,"Captive","Individual",2023-01-21,43.5392525,-96.7627203999999,"Keeper 240","",7,6,7.1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9,10,0,0
19990814,"Inst-21","Eastern Black","Male",1996-09-12,26,"Captive","Individual",2023-02-01,43.5392525,-96.7627203999999,"Keeper 142","",7.5,4.5,4.5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,9.5,0,0
19990814,"Inst-21","Eastern Black","Male",1996-09-12,26,"Captive","Individual",2023-01-30,43.5392525,-96.7627203999999,"Keeper 75","",8.5,NA,9,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,8,8,NA,1
24422010,"Inst-61","Southern White","Male",2015-02-01,7,"Captive","Individual",2022-11-20,43.0606103999999,-89.410035,"Keeper 135","",5,3,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,10,8,NA,NA
24422010,"Inst-61","Southern White","Male",2015-02-01,7,"Captive","Individual",2022-11-26,43.0606103999999,-89.410035,"Keeper 149","",3,8,7,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,0.2,0.2,8,7.4,0.2,0.2
14662600,"Inst-62","Southern White","Male",1976-08-24,46,"Captive","Social",2022-11-27,40.7503666,-111.8141741,"Keeper 188","No",5,8,7.6,8.5,0,4.5,7.5,5,5,4,7,1,0,8,5,10,0,0,10,10,0,0
14662600,"Inst-62","Southern White","Male",1976-08-24,46,"Captive","Social",2022-11-28,40.7503666,-111.8141741,"Keeper 227","No",5,5,8,5,2.5,3.5,7,8.5,1.5,1.5,1,1.5,2.5,7,2.5,10,0,0,9,10,0,0
14662600,"Inst-62","Southern White","Male",1976-08-24,46,"Captive","Social",2022-12-02,40.7503666,-111.8141741,"Keeper 170","No",3,3,5,7,0,5,8,7,3,NA,3,NA,NA,10,2,7,0,0,8.5,9,0,0
14662600,"Inst-62","Southern White","Male",1976-08-24,46,"Captive","Social",2022-12-02,40.7503666,-111.8141741,"Keeper 108","No",4,6,4,6,0,3,4,4,2,1,2,0.1,0.1,3,2,9,0,0,9,7,0,1
14662600,"Inst-62","Southern White","Male",1976-08-24,46,"Captive","Social",2022-11-28,40.7503666,-111.8141741,"Keeper 176","No",4,9,5,5,0,2,2,5,1,1,2.5,0,0,5,1.5,9.5,0,0,9.5,9,0,0
24428385,"Inst-62","Southern White","Female",1979-06-14,43,"Captive","Social",2022-11-27,40.7503666,-111.8141741,"Keeper 188","No",5,6,6,8,0,7,0,5,6,2,7,0,0,5,5,10,0,0,10,10,0,0
24428385,"Inst-62","Southern White","Female",1979-06-14,43,"Captive","Social",2022-11-28,40.7503666,-111.8141741,"Keeper 227","No",7.5,4,6.5,7,2,5.5,2,7.5,1.8,1,7,7,7,7,2,10,0,0,9,10,0,0
24428385,"Inst-62","Southern White","Female",1979-06-14,43,"Captive","Social",2022-11-28,40.7503666,-111.8141741,"Keeper 176","No",4,6,4,6,0,4,0,4,1.5,1,3,0,0,5,3,9.5,0,0,8.5,9,0,0
24428385,"Inst-62","Southern White","Female",1979-06-14,43,"Captive","Social",2022-12-02,40.7503666,-111.8141741,"Keeper 170","No",3,3,7,7,0,2,0,8,3.5,0,3.5,0,0,9,0,8,0,0,8,9,0,0
24428385,"Inst-62","Southern White","Female",1979-06-14,43,"Captive","Social",2022-12-02,40.7503666,-111.8141741,"Keeper 108","No",4,6,4,7,0,3,0,2,2,1,2,0,0,4,2,9,0,0,9,9,0,2
14662624,"Inst-22","Southern White","Female",1979-03-05,43,"Captive","Social",2022-12-10,39.76579,-86.18117,"Keeper 162","No",8,3,5,7,7,7,2,9,5,2.5,1,0,0,9.5,5,8.5,0.5,0,9,3.5,2.5,2
14662624,"Inst-22","Southern White","Female",1979-03-05,43,"Captive","Social",2022-12-11,39.76579,-86.18117,"Keeper 12","No",7.7,1.7,7.8,9.1,2.7,7.2,0.7,8,1,1,1,1,1,8,7,9,0.5,0.5,9.2,5.9,1,5
14662624,"Inst-22","Southern White","Female",1979-03-05,43,"Captive","Social",2022-12-11,39.76579,-86.18117,"Keeper 84","No",6.5,4.4,6.6,7.5,1.5,6.6,0.6,7.9,1.5,1.5,1.5,1.5,1.5,8.6,5.5,8.5,0.7,0.7,7.7,8.4,0.7,0.7
14662501,"Inst-22","Southern White","Female",1995-07-01,27,"Wild","Social",2022-12-10,39.76579,-86.18117,"Keeper 162","No",3,8,9,8,0,6.5,1,8,2.5,0,6,3,2,8.5,5,10,0,0,9,9,0,1
14662501,"Inst-22","Southern White","Female",1995-07-01,27,"Wild","Social",2022-12-11,39.76579,-86.18117,"Keeper 12","No",2.4,8.5,8.5,7.7,0,7.5,1,8.8,2.3,0,2,0,0,8.6,6,9,0.5,0.5,8.9,9.4,0.5,0.5
14662501,"Inst-22","Southern White","Female",1995-07-01,27,"Wild","Social",2022-12-11,39.76579,-86.18117,"Keeper 84","No",2.3,8.4,7.3,8.2,0.9,7.9,0.7,9.5,3,1.7,3,1,1,8.5,6.8,8,0.5,0.5,8.5,8.7,0.5,0
14662654,"Inst-22","Southern White","Male",1988-09-03,34,"Captive","Social",2022-12-10,39.76579,-86.18117,"Keeper 162","No",5,8,8,7.5,0,3,9,7.5,2,4,1,0,0,7,8,10,0,0,9,9,0,1
14662654,"Inst-22","Southern White","Male",1988-09-03,34,"Captive","Social",2022-12-11,39.76579,-86.18117,"Keeper 12","No",5,8.4,7.2,7.2,0.7,1.5,9.1,7.5,0.3,6.5,0.3,0.3,0.3,6.5,6.5,9.5,0,0,7,9.5,0,0
14662654,"Inst-22","Southern White","Male",1988-09-03,34,"Captive","Social",2022-12-11,39.76579,-86.18117,"Keeper 84","No",4,8.8,6.8,8,0.5,1.7,8.3,7.5,0.5,6,0.5,0.5,0.5,7,6,9.6,0,0,9,9.6,0.5,0.5
23877355,"Inst-23","Southern White","Male",1969-01-01,54,"Wild","Social",2023-06-16,30.4022235999999,-81.6432579,"Keeper 13","No",4,9,3,5.5,0,1,9.4,8.8,1.1,0.9,0.7,0.9,1.1,8.5,4.1,8.5,0,2,7.1,7.5,0,3.5
23877355,"Inst-23","Southern White","Male",1969-01-01,54,"Wild","Social",2023-06-20,30.4022235999999,-81.6432579,"Keeper 104","No",6,7.3,6.2,6.5,0.1,2.1,4.2,6.6,1.8,5.5,1.7,0.1,0.1,7,2.3,6.4,0.1,1.4,8.6,7.2,0.1,2.5
23877385,"Inst-23","Southern White","Female",1994-07-01,28,"Captive","Social",2023-06-16,30.4022235999999,-81.6432579,"Keeper 104","No",7.1,4,5.9,8,0.1,7,6.2,4.8,3.6,0.4,3.1,0.1,0.1,7.6,4.7,10,0.1,0.1,9.4,8.7,0.1,1
23877385,"Inst-23","Southern White","Female",1994-07-01,28,"Captive","Social",2023-06-26,30.4022235999999,-81.6432579,"Keeper 13","No",7,3,5,3,0.5,3.7,7.6,9,0.5,1,2,0,0,9.6,1.6,9.2,0.2,0.2,8.5,8.7,0,2
23877388,"Inst-23","Southern White","Female",2016-09-12,6,"Captive","Social",2023-06-26,30.4022235999999,-81.6432579,"Keeper 13","No",8.2,8.3,9,2.4,0,7.9,4,6.8,1,0,2,1.1,0.1,7.6,4,9.5,0,0,9.1,9,0,0.7
23877388,"Inst-23","Southern White","Female",2016-09-12,6,"Captive","Social",2023-06-19,30.4022235999999,-81.6432579,"Keeper 104","No",8.8,8.9,8.3,2.8,0.1,6.4,5,7.9,1.9,0.5,5.7,0.2,0.2,5.1,5.7,8.4,0.1,0.1,9.3,7.3,0.3,0.1
14662342,"Inst-24","Eastern Black","Female",2004-02-08,18,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 123","",5.5,3.2,2,6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,8.5,9.5,0,0
14662342,"Inst-24","Eastern Black","Female",2004-02-08,18,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 66","",3.5,5,3,7.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.8,1.5,5.7,8,0.6,1.5
14662342,"Inst-24","Eastern Black","Female",2004-02-08,18,"Captive","Individual",2022-12-03,39.00694,-94.5291537,"Keeper 134","",5,3,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.1,0.1,6,9,0.1,0.1
14662342,"Inst-24","Eastern Black","Female",2004-02-08,18,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 30","",5,9,10,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,8,10,0,0
14662342,"Inst-24","Eastern Black","Female",2004-02-08,18,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 101","",3.1,5,6.5,8.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,0,0,4.5,7.5,0,0
14662342,"Inst-24","Eastern Black","Female",2004-02-08,18,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 26","",3.5,7,8,7.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,1,9.5,9,0,1
14662342,"Inst-24","Eastern Black","Female",2004-02-08,18,"Captive","Individual",2022-12-08,39.00694,-94.5291537,"Keeper 132","",3.8,7,8.5,6.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.7,0.7,9,10,0.7,0.7
14662342,"Inst-24","Eastern Black","Female",2004-02-08,18,"Captive","Individual",2022-12-09,39.00694,-94.5291537,"Keeper 215","",5,8.5,8.5,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0,0.5,7,9,0,0.5
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 123","Yes",6,8,8.1,4.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,9,9,0,0
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 66","Yes",3.5,9,8.5,4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.1,0.7,9.5,9,9,0.9
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 132","Yes",6.5,9.5,5.8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0.5,9,10,0,0.1
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 30","",8,10,9,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,10,10,0,0
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 101","No",8,8,5,5.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,0,9,9,0,0
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 26","Yes",6,9,9,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,1,0.1,9,9,0,0
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-05,39.00694,-94.5291537,"Keeper 134","No",7.5,7.6,7.5,5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,7,NA,NA,NA
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-08,39.00694,-94.5291537,"Keeper 147","No",8.5,9.6,9,3.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.2,0.1,10,9.8,0,0.5
19990820,"Inst-24","Eastern Black","Male",2011-01-14,11,"Captive","Individual",2022-12-09,39.00694,-94.5291537,"Keeper 215","Yes",8,8,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,0.5,8,8,0.5,0.5
19990823,"Inst-24","Eastern Black","Male",1991-10-21,31,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 123","",6.5,3,3,4.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,6,5,2,2
19990823,"Inst-24","Eastern Black","Male",1991-10-21,31,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 66","",7.5,2.3,1,3.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,7.5,2.5,8,4,7,7
19990823,"Inst-24","Eastern Black","Male",1991-10-21,31,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 30","",7.5,3,3,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,4,0,8,9,1,2
19990823,"Inst-24","Eastern Black","Male",1991-10-21,31,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 101","",6.5,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,0,7,8,5,0
19990823,"Inst-24","Eastern Black","Male",1991-10-21,31,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 26","",7.5,3.5,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,0,7,6,2,1
19990823,"Inst-24","Eastern Black","Male",1991-10-21,31,"Captive","Individual",2022-12-08,39.00694,-94.5291537,"Keeper 147","",8.3,3.6,1.3,3.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,4.9,0.5,6.5,6.8,1.1,3.6
19990823,"Inst-24","Eastern Black","Male",1991-10-21,31,"Captive","Individual",2022-12-08,39.00694,-94.5291537,"Keeper 132","",6,4,6,5.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3.8,1,8.5,9,4,1
19990823,"Inst-24","Eastern Black","Male",1991-10-21,31,"Captive","Individual",2022-12-09,39.00694,-94.5291537,"Keeper 215","",8,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,1,7,5,5,5
19990817,"Inst-24","Eastern Black","Female",2007-07-11,15,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 123","Yes",4,7,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,6.5,9,0,0
